player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,pens_made,pens_att,shots,shots_on_target,xg,npxg,sca,gca
Helibelton Palacios,14,co COL,RB,29-085,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,45.0,49.0,,,,,,,,,,,,,,,,,,,,,38.0,11.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Édgar Badía,13,es ESP,GK,30-204,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,20.0,23.0,,,,,,,,,,,,,,,,,,,,,13.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos André,22,br BRA,FW,25-319,23,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Hugo Duro,19,es ESP,FW,22-298,67,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,18.0,20.0,,,,,,,,,,,,,,,,,,,,,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Lino,16,br BRA,LW,22-255,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,2.0,,,,,,,,33.0,37.0,,,,,,,,,,,,,,,,,,,,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Castillejo,11,es ESP,RW,27-229,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,2.0,,,,,,,,34.0,42.0,,,,,,,,,,,,,,,,,,,,,40.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Ilaix Moriba,8,gn GUI,"LM,RW",19-228,18,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolás González,17,es ESP,LM,20-244,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,40.0,45.0,,,,,,,,,,,,,,,,,,,,,42.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Domingos André Ribeiro Almeida,18,pt POR,"RM,LM",22-097,21,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,2.0,,,,,,,,12.0,14.0,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Guillamón,6,,CM,22-216,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunus Musah,4,us USA,"RM,RW",19-279,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,27.0,31.0,,,,,,,,,,,,,,,,,,,,,31.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toni Lato,3,es ESP,LB,24-287,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,3.0,,,,,,,,42.0,47.0,,,,,,,,,,,,,,,,,,,,,42.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Dimitri Foulquier,20,fr FRA,LB,29-165,21,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,10.0,16.0,,,,,,,,,,,,,,,,,,,,,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouctar Diakhaby,12,gn GUI,CB,25-259,73,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,44.0,50.0,,,,,,,,,,,,,,,,,,,,,50.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Cristhian Mosquera,33,co COL,CB,18-069,17,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eray Cömert,24,ch SUI,CB,24-212,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,63.0,69.0,,,,,,,,,,,,,,,,,,,,,68.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Correia,2,pt POR,RB,23-179,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,5.0,,,,,,,,70.0,85.0,,,,,,,,,,,,,,,,,,,,,71.0,14.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgi Mamardashvili,25,ge GEO,GK,21-340,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,28.0,35.0,,,,,,,,,,,,,,,,,,,,,31.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borja Mayoral,19,es ESP,FW,25-152,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,16.0,20.0,,,,,,,,,,,,,,,,,,,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enes Ünal,10,tr TUR,FW,25-117,76,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,9.0,14.0,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Jaime Mata,7,es ESP,FW,33-315,14,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portu,9,es ESP,LM,30-106,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Nemanja Maksimović,20,rs SRB,CM,27-221,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime Seoane,8,es ESP,CM,25-225,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,7.0,10.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Gastón Álvarez,4,uy URU,CB,22-164,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,6.0,11.0,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauro Arambarri,18,uy URU,CM,26-339,89,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,4.0,,,,,,,,27.0,34.0,,,,,,,,,,,,,,,,,,,,,27.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carles Aleñá,11,es ESP,RM,24-242,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,10.0,11.0,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Munir El Haddadi,17,ma MAR,CM,27-003,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabrizio Angileri,3,ar ARG,LB,28-173,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,2.0,,,,,,,,20.0,35.0,,,,,,,,,,,,,,,,,,,,,25.0,10.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domingos Duarte,6,pt POR,CB,27-178,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,19.0,19.0,,,,,,,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djené,2,tg TOG,CB,30-247,28,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Stefan Mitrović,23,rs SRB,CB,32-105,62,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,10.0,13.0,,,,,,,,,,,,,,,,,,,,,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iglesias,21,es ESP,RB,24-063,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,6.0,,,,,,,,26.0,41.0,,,,,,,,,,,,,,,,,,,,,35.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Soria,13,es ESP,GK,29-153,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,16.0,28.0,,,,,,,,,,,,,,,,,,,,,19.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergi Guardiola,16,es ESP,FW,31-099,65,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,6.0,11.0,,,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Shon Weissman,9,il ISR,FW,26-203,25,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Óscar Plano,10,es ESP,LW,31-206,58,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,14.0,16.0,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Gonzalo Plata,11,ec ECU,RW,21-308,32,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iván Sánchez,21,es ESP,"RW,LW",29-347,77,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,4.0,,,,,,,,19.0,30.0,,,,,,,,,,,,,,,,,,,,,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Sergio León,7,es ESP,LW,33-242,13,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike Pérez,4,es ESP,"LM,RM",25-203,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,5.0,,,,,,,,31.0,39.0,,,,,,,,,,,,,,,,,,,,,31.0,8.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roque Mesa,17,es ESP,CM,33-090,77,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,34.0,39.0,,,,,,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Juanjo Narváez,20,co COL,LM,27-205,13,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Aguado,6,es ESP,RM,26-127,65,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,29.0,32.0,,,,,,,,,,,,,,,,,,,,,29.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Monchu,8,es ESP,"CM,RM",22-357,25,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,8.0,12.0,,,,,,,,,,,,,,,,,,,,,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Escudero,18,es ESP,LB,33-003,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,4.0,,,,,,,,31.0,49.0,,,,,,,,,,,,,,,,,,,,,41.0,7.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javi Sánchez,5,es ESP,CB,25-175,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,35.0,44.0,,,,,,,,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquín Fernández,24,es ESP,CB,26-097,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,38.0,47.0,,,,,,,,,,,,,,,,,,,,,42.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Pérez,2,es ESP,RB,27-213,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,4.0,,,,,,,,27.0,38.0,,,,,,,,,,,,,,,,,,,,,32.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Asenjo,25,es ESP,GK,33-069,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,24.0,33.0,,,,,,,,,,,,,,,,,,,,,21.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyego Sousa,11,pt POR,FW,32-356,58,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,13.0,20.0,,,,,,,,,,,,,,,,,,,,,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Adri Embarba,10,es ESP,"LW,AM",30-121,32,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,5.0,,,,,,,,12.0,22.0,,,,,,,,,,,,,,,,,,,,,19.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Largie Ramazani,7,be BEL,"LW,RW",21-190,83,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,9.0,15.0,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Francisco Portillo,8,es ESP,"AM,RW",32-084,7,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Léo Baptistão,12,br BRA,"RW,FW,LW",30-010,76,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,15.0,19.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Marko Milovanović,16,rs SRB,FW,19-032,14,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Robertone,5,ar ARG,"AM,CM",25-171,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,9.0,,,,,,,,29.0,36.0,,,,,,,,,,,,,,,,,,,,,26.0,10.0,4.0,0.0,1.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Costa,23,pt POR,"DM,CM",21-282,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,1.0,,,,,,,,29.0,35.0,,,,,,,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César de la Hoz,6,es ESP,DM,30-159,75,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,15.0,16.0,,,,,,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Kaiky,2,br BRA,"CB,DM",18-236,15,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Akieme,15,es ESP,"LB,WB",24-263,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,5.0,,,,,,,,34.0,46.0,,,,,,,,,,,,,,,,,,,,,34.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srđan Babić,22,rs SRB,CB,26-136,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,29.0,35.0,,,,,,,,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Ely,19,br BRA,CB,28-306,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,25.0,33.0,,,,,,,,,,,,,,,,,,,,,27.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Pozo Pozo,17,es ESP,"RB,WB",23-195,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,3.0,,,,,,,,39.0,55.0,,,,,,,,,,,,,,,,,,,,,39.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando,13,es ESP,GK,32-087,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,0.0,,,,,,,,23.0,34.0,,,,,,,,,,,,,,,,,,,,,19.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iago Aspas,10,es ESP,FW,35-032,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,0.0,17.0,15.0,3.0,31.0,2.0,0.0,0.0,2.0,100.0,27.0,183.0,124.0,6.0,4.0,2.0,0.0,2.0,33.0,8.0,,,,,,,,,
Carles Pérez,7,es ESP,FW,24-198,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,8.0,6.0,0.0,14.0,1.0,0.0,0.0,1.0,100.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,,,,,,,,,
   Jørgen Strand Larsen,18,no NOR,FW,22-208,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,2.0,5.0,9.0,2.0,16.0,0.0,0.0,,0.0,,9.0,28.0,1.0,0.0,0.0,0.0,1.0,2.0,13.0,2.0,,,,,,,,,
Óscar Rodríguez Arnaiz,5,es ESP,LM,24-066,66,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.0,8.0,21.0,14.0,2.0,43.0,3.0,2.0,66.7,1.0,33.3,26.0,105.0,41.0,1.0,0.0,0.0,2.0,0.0,32.0,1.0,,,,,,,,,
   Augusto Solari,21,ar ARG,"LM,RM",30-242,24,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,3.0,10.0,4.0,0.0,16.0,0.0,0.0,,0.0,,10.0,29.0,10.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,,,,,,
Fran Beltrán,8,es ESP,"CM,DM",23-211,82,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,1.0,19.0,45.0,10.0,1.0,73.0,2.0,1.0,50.0,1.0,50.0,46.0,291.0,164.0,3.0,4.0,1.0,2.0,0.0,57.0,0.0,,,,,,,,,
   Luca de la Torre,23,us USA,CM,24-102,8,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,2.0,6.0,0.0,0.0,7.0,0.0,0.0,,0.0,,4.0,51.0,31.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,,,,,,,,,
Franco Cervi,11,ar ARG,"RM,LM",28-099,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,2.0,12.0,31.0,12.0,1.0,55.0,4.0,1.0,25.0,2.0,50.0,30.0,85.0,45.0,0.0,0.0,0.0,4.0,0.0,35.0,3.0,,,,,,,,,
Renato Tapia,14,pe PER,DM,27-036,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,3.0,8.0,24.0,4.0,0.0,36.0,3.0,1.0,33.3,1.0,33.3,20.0,86.0,50.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,,,,,,,,,
   Gabriel Veiga,28,es ESP,"CM,DM",20-098,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,3.0,23.0,6.0,2.0,32.0,1.0,1.0,100.0,0.0,0.0,16.0,55.0,29.0,1.0,0.0,1.0,0.0,0.0,20.0,2.0,,,,,,,,,
