Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Matchweek,Season
Unai Simón,1,es ESP,GK,22-066,90,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,24.0,62.5,0.0,6.0,0.0,0.0,0.0,1,2019-2020
Iñaki Williams,9,gh GHA,FW,25-062,87,0,0,0,0,3,2,0,0,21.0,0.0,0,1.0,0.1,0.1,0.0,2.0,0.0,8.0,13.0,61.5,1.0,16.0,2.0,1.0,1.0,1,2019-2020
   Aritz Aduriz,20,es ESP,FW,38-186,3,1,0,0,0,1,1,0,0,2.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2019-2020
Iker Muniain,10,es ESP,LW,26-240,90,0,0,0,0,0,0,0,0,23.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,17.0,76.5,1.0,8.0,1.0,2.0,1.0,1,2019-2020
Óscar de Marcos,18,es ESP,RW,30-124,65,0,0,0,0,0,0,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,15.0,40.0,1.0,9.0,0.0,0.0,0.0,1,2019-2020
   Oihan Sancet,34,es ESP,"AM,RW",19-113,25,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,0.0,0.0,0.0,1,2019-2020
Raúl García,22,es ESP,"AM,RW",33-036,90,0,0,0,0,2,1,0,0,47.0,1.0,2,1.0,0.1,0.1,0.0,2.0,1.0,17.0,32.0,53.1,5.0,15.0,1.0,0.0,0.0,1,2019-2020
Dani García,14,es ESP,DM,29-084,90,0,0,0,0,0,0,0,0,37.0,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,20.0,22.0,90.9,1.0,13.0,0.0,1.0,1.0,1,2019-2020
Unai López,8,es ESP,DM,23-290,80,0,0,0,0,3,1,0,0,49.0,0.0,1,2.0,0.1,0.1,0.0,1.0,0.0,28.0,39.0,71.8,2.0,25.0,2.0,1.0,1.0,1,2019-2020
   Beñat Etxebarria,7,es ESP,DM,32-178,10,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,1,2019-2020
Yuri Berchiche,17,es ESP,LB,29-187,90,0,0,0,0,1,0,0,0,40.0,0.0,4,0.0,0.0,0.0,0.1,4.0,0.0,25.0,33.0,75.8,4.0,20.0,3.0,0.0,0.0,1,2019-2020
Yeray Álvarez,5,es ESP,CB,24-204,90,0,0,0,0,1,0,0,0,29.0,1.0,1,2.0,0.1,0.1,0.0,1.0,0.0,15.0,22.0,68.2,1.0,17.0,0.0,0.0,0.0,1,2019-2020
Unai Núñez,3,es ESP,CB,22-198,90,0,0,0,0,0,0,1,0,35.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,84.0,2.0,15.0,0.0,2.0,1.0,1,2019-2020
Ander Capa,21,es ESP,RB,27-189,90,0,1,0,0,0,0,0,0,53.0,0.0,1,3.0,0.0,0.0,0.1,3.0,1.0,28.0,42.0,66.7,2.0,27.0,6.0,3.0,0.0,1,2019-2020
Unai Simón,1,es ESP,GK,22-066,90,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,24.0,62.5,0.0,6.0,0.0,0.0,0.0,1,2019-2020
Iago Aspas,10,es ESP,FW,32-016,90,0,0,0,0,3,1,1,0,31.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,18.0,23.0,78.3,1.0,24.0,0.0,3.0,2.0,1,2019-2020
Gabriel Fernández,19,uy URU,FW,25-096,87,0,0,0,0,0,0,1,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,8.0,0.0,0.0,0.0,1,2019-2020
   Losada,36,es ESP,FW,18-016,3,1,0,0,0,1,1,0,0,4.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,1.0,0.0,0.0,1,2019-2020
Denis Suárez,6,es ESP,"AM,DM",25-223,90,0,0,0,0,0,0,0,0,81.0,2.0,0,2.0,0.0,0.0,0.7,4.0,0.0,57.0,67.0,85.1,11.0,66.0,9.0,9.0,5.0,1,2019-2020
Brais Méndez,23,es ESP,AM,22-222,90,0,0,0,0,1,0,0,0,68.0,2.0,0,2.0,0.6,0.6,0.1,1.0,0.0,37.0,51.0,72.5,2.0,39.0,1.0,5.0,3.0,1,2019-2020
Fran Beltrán,8,es ESP,DM,20-195,82,0,0,0,0,0,0,0,0,78.0,4.0,0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,74.0,94.6,2.0,64.0,0.0,2.0,2.0,1,2019-2020
   Pape Cheikh Diop,24,sn SEN,DM,22-009,8,0,1,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.3,2.0,2.0,8.0,8.0,100.0,1.0,7.0,1.0,1.0,1.0,1,2019-2020
Stanislav Lobotka,14,sk SVK,DM,24-265,74,0,0,0,0,0,0,0,0,57.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,55.0,94.5,7.0,43.0,0.0,0.0,0.0,1,2019-2020
   Pione Sisto,11,dk DEN,AM,24-194,16,0,0,0,0,0,0,0,0,14.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,76.9,0.0,10.0,1.0,0.0,0.0,1,2019-2020
Lucas Olaza,15,uy URU,LB,25-027,90,0,0,0,0,0,0,0,0,73.0,1.0,1,2.0,0.0,0.0,0.0,2.0,0.0,55.0,69.0,79.7,4.0,54.0,4.0,0.0,0.0,1,2019-2020
Néstor Araujo,4,mx MEX,CB,27-353,90,0,0,0,0,1,1,0,0,66.0,2.0,1,1.0,0.3,0.3,0.0,0.0,0.0,52.0,58.0,89.7,1.0,43.0,0.0,0.0,0.0,1,2019-2020
David Costas,3,es ESP,CB,24-144,90,0,0,0,0,1,0,1,0,66.0,1.0,2,1.0,0.1,0.1,0.0,0.0,0.0,51.0,59.0,86.4,5.0,51.0,0.0,0.0,0.0,1,2019-2020
Kevin Vázquez,20,es ESP,RB,26-147,90,0,0,0,0,0,0,1,0,68.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,50.0,63.0,79.4,6.0,36.0,3.0,2.0,1.0,1,2019-2020
Rubén Blanco,13,es ESP,GK,24-023,90,0,0,0,0,0,0,1,0,29.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,24.0,75.0,0.0,8.0,0.0,0.0,0.0,1,2019-2020
Iago Aspas,10,es ESP,FW,32-016,90,0,0,0,0,3,1,1,0,31.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,18.0,23.0,78.3,1.0,24.0,0.0,3.0,2.0,1,2019-2020
Gabriel Fernández,19,uy URU,FW,25-096,87,0,0,0,0,0,0,1,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,8.0,0.0,0.0,0.0,1,2019-2020
   Losada,36,es ESP,FW,18-016,3,1,0,0,0,1,1,0,0,4.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,1.0,0.0,0.0,1,2019-2020
Denis Suárez,6,es ESP,"AM,DM",25-223,90,0,0,0,0,0,0,0,0,81.0,2.0,0,2.0,0.0,0.0,0.7,4.0,0.0,57.0,67.0,85.1,11.0,66.0,9.0,9.0,5.0,1,2019-2020
Brais Méndez,23,es ESP,AM,22-222,90,0,0,0,0,1,0,0,0,68.0,2.0,0,2.0,0.6,0.6,0.1,1.0,0.0,37.0,51.0,72.5,2.0,39.0,1.0,5.0,3.0,1,2019-2020
Fran Beltrán,8,es ESP,DM,20-195,82,0,0,0,0,0,0,0,0,78.0,4.0,0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,74.0,94.6,2.0,64.0,0.0,2.0,2.0,1,2019-2020
   Pape Cheikh Diop,24,sn SEN,DM,22-009,8,0,1,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.3,2.0,2.0,8.0,8.0,100.0,1.0,7.0,1.0,1.0,1.0,1,2019-2020
Stanislav Lobotka,14,sk SVK,DM,24-265,74,0,0,0,0,0,0,0,0,57.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,55.0,94.5,7.0,43.0,0.0,0.0,0.0,1,2019-2020
   Pione Sisto,11,dk DEN,AM,24-194,16,0,0,0,0,0,0,0,0,14.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,76.9,0.0,10.0,1.0,0.0,0.0,1,2019-2020
Lucas Olaza,15,uy URU,LB,25-027,90,0,0,0,0,0,0,0,0,73.0,1.0,1,2.0,0.0,0.0,0.0,2.0,0.0,55.0,69.0,79.7,4.0,54.0,4.0,0.0,0.0,1,2019-2020
Néstor Araujo,4,mx MEX,CB,27-353,90,0,0,0,0,1,1,0,0,66.0,2.0,1,1.0,0.3,0.3,0.0,0.0,0.0,52.0,58.0,89.7,1.0,43.0,0.0,0.0,0.0,1,2019-2020
David Costas,3,es ESP,CB,24-144,90,0,0,0,0,1,0,1,0,66.0,1.0,2,1.0,0.1,0.1,0.0,0.0,0.0,51.0,59.0,86.4,5.0,51.0,0.0,0.0,0.0,1,2019-2020
Kevin Vázquez,20,es ESP,RB,26-147,90,0,0,0,0,0,0,1,0,68.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,50.0,63.0,79.4,6.0,36.0,3.0,2.0,1.0,1,2019-2020
Rubén Blanco,13,es ESP,GK,24-023,90,0,0,0,0,0,0,1,0,29.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,24.0,75.0,0.0,8.0,0.0,0.0,0.0,1,2019-2020
Rodrigo,19,es ESP,FW,28-164,84,0,0,0,0,3,1,0,0,26.0,0.0,0,2.0,0.5,0.5,0.0,1.0,0.0,11.0,19.0,57.9,2.0,15.0,2.0,0.0,0.0,1,2019-2020
   Denis Cheryshev,11,ru RUS,LM,28-234,6,0,0,0,0,1,0,1,0,7.0,2.0,0,0.0,0.1,0.1,0.0,2.0,0.0,4.0,5.0,80.0,0.0,2.0,0.0,0.0,0.0,1,2019-2020
Kévin Gameiro,9,fr FRA,FW,32-100,90,1,0,0,1,2,1,0,0,34.0,0.0,1,0.0,1.4,0.6,0.1,2.0,0.0,18.0,25.0,72.0,2.0,27.0,4.0,2.0,1.0,1,2019-2020
Gonçalo Guedes,7,pt POR,"LM,FW",22-261,90,0,0,0,0,4,4,0,0,35.0,0.0,0,0.0,0.2,0.2,0.4,5.0,0.0,18.0,26.0,69.2,2.0,28.0,1.0,6.0,4.0,1,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-183,90,0,0,0,0,1,0,0,0,56.0,3.0,0,2.0,0.0,0.0,0.0,2.0,0.0,33.0,39.0,84.6,5.0,32.0,1.0,2.0,1.0,1,2019-2020
Francis Coquelin,17,fr FRA,CM,28-096,89,0,0,0,0,0,0,2,1,55.0,3.0,0,1.0,0.0,0.0,0.0,2.0,0.0,43.0,45.0,95.6,5.0,32.0,1.0,5.0,3.0,1,2019-2020
Carlos Soler,8,es ESP,RM,22-227,89,0,0,0,0,2,0,0,0,40.0,1.0,0,1.0,0.1,0.1,0.3,6.0,1.0,23.0,31.0,74.2,6.0,27.0,2.0,2.0,1.0,1,2019-2020
   Ferrán Torres,20,es ESP,RM,19-169,1,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,6.0,1.0,1.0,0.0,1,2019-2020
Jaume Costa,3,es ESP,LB,31-152,81,0,0,0,0,0,0,0,0,51.0,5.0,2,0.0,0.0,0.0,0.0,2.0,0.0,37.0,42.0,88.1,1.0,27.0,1.0,0.0,0.0,1,2019-2020
   Cristiano Piccini,21,it ITA,RB,26-325,9,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,1.0,4.0,0.0,0.0,0.0,1,2019-2020
Gabriel Paulista,5,br BRA,CB,28-264,90,0,0,0,0,0,0,0,0,61.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,93.5,3.0,28.0,0.0,0.0,0.0,1,2019-2020
Ezequiel Garay,24,ar ARG,CB,32-311,90,0,0,0,0,0,0,1,0,42.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,90.6,3.0,19.0,1.0,0.0,0.0,1,2019-2020
Daniel Wass,18,dk DEN,"RB,LB",30-078,90,0,1,0,0,0,0,0,0,54.0,2.0,1,2.0,0.0,0.0,0.6,5.0,1.0,36.0,46.0,78.3,5.0,22.0,3.0,0.0,0.0,1,2019-2020
Jasper Cillessen,13,nl NED,GK,30-117,90,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,25.0,56.0,0.0,10.0,0.0,0.0,0.0,1,2019-2020
Rodrigo,19,es ESP,FW,28-164,84,0,0,0,0,3,1,0,0,26.0,0.0,0,2.0,0.5,0.5,0.0,1.0,0.0,11.0,19.0,57.9,2.0,15.0,2.0,0.0,0.0,1,2019-2020
   Denis Cheryshev,11,ru RUS,LM,28-234,6,0,0,0,0,1,0,1,0,7.0,2.0,0,0.0,0.1,0.1,0.0,2.0,0.0,4.0,5.0,80.0,0.0,2.0,0.0,0.0,0.0,1,2019-2020
Kévin Gameiro,9,fr FRA,FW,32-100,90,1,0,0,1,2,1,0,0,34.0,0.0,1,0.0,1.4,0.6,0.1,2.0,0.0,18.0,25.0,72.0,2.0,27.0,4.0,2.0,1.0,1,2019-2020
Gonçalo Guedes,7,pt POR,"LM,FW",22-261,90,0,0,0,0,4,4,0,0,35.0,0.0,0,0.0,0.2,0.2,0.4,5.0,0.0,18.0,26.0,69.2,2.0,28.0,1.0,6.0,4.0,1,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-183,90,0,0,0,0,1,0,0,0,56.0,3.0,0,2.0,0.0,0.0,0.0,2.0,0.0,33.0,39.0,84.6,5.0,32.0,1.0,2.0,1.0,1,2019-2020
Francis Coquelin,17,fr FRA,CM,28-096,89,0,0,0,0,0,0,2,1,55.0,3.0,0,1.0,0.0,0.0,0.0,2.0,0.0,43.0,45.0,95.6,5.0,32.0,1.0,5.0,3.0,1,2019-2020
Carlos Soler,8,es ESP,RM,22-227,89,0,0,0,0,2,0,0,0,40.0,1.0,0,1.0,0.1,0.1,0.3,6.0,1.0,23.0,31.0,74.2,6.0,27.0,2.0,2.0,1.0,1,2019-2020
   Ferrán Torres,20,es ESP,RM,19-169,1,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,6.0,1.0,1.0,0.0,1,2019-2020
Jaume Costa,3,es ESP,LB,31-152,81,0,0,0,0,0,0,0,0,51.0,5.0,2,0.0,0.0,0.0,0.0,2.0,0.0,37.0,42.0,88.1,1.0,27.0,1.0,0.0,0.0,1,2019-2020
   Cristiano Piccini,21,it ITA,RB,26-325,9,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,1.0,4.0,0.0,0.0,0.0,1,2019-2020
Gabriel Paulista,5,br BRA,CB,28-264,90,0,0,0,0,0,0,0,0,61.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,93.5,3.0,28.0,0.0,0.0,0.0,1,2019-2020
Ezequiel Garay,24,ar ARG,CB,32-311,90,0,0,0,0,0,0,1,0,42.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,90.6,3.0,19.0,1.0,0.0,0.0,1,2019-2020
Daniel Wass,18,dk DEN,"RB,LB",30-078,90,0,1,0,0,0,0,0,0,54.0,2.0,1,2.0,0.0,0.0,0.6,5.0,1.0,36.0,46.0,78.3,5.0,22.0,3.0,0.0,0.0,1,2019-2020
Jasper Cillessen,13,nl NED,GK,30-117,90,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,25.0,56.0,0.0,10.0,0.0,0.0,0.0,1,2019-2020
Ante Budimir,22,hr CRO,FW,28-026,64,0,0,0,0,2,0,0,0,26.0,0.0,0,0.0,0.5,0.5,0.0,2.0,1.0,6.0,16.0,37.5,0.0,12.0,1.0,1.0,1.0,1,2019-2020
   Álex Alegría,10,es ESP,FW,26-311,26,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,1.0,5.0,1.0,1.0,0.0,1,2019-2020
Lago Junior,11,ci CIV,LM,28-229,90,0,0,0,0,3,0,0,0,24.0,1.0,0,0.0,0.2,0.2,0.3,3.0,0.0,12.0,17.0,70.6,2.0,16.0,2.0,2.0,1.0,1,2019-2020
Salva Sevilla,8,es ESP,CM,35-152,90,0,0,0,0,0,0,1,0,51.0,0.0,1,0.0,0.0,0.0,0.5,5.0,0.0,35.0,48.0,72.9,3.0,12.0,1.0,0.0,0.0,1,2019-2020
Aleix Febas,23,es ESP,CM,23-196,73,0,1,0,0,1,0,0,0,28.0,4.0,1,0.0,0.0,0.0,0.4,4.0,1.0,16.0,18.0,88.9,4.0,17.0,0.0,2.0,0.0,1,2019-2020
   Aleksandar Trajkovski,17,mk MKD,CM,26-346,17,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,5.0,5.0,100.0,1.0,6.0,1.0,1.0,0.0,1,2019-2020
Dani Rodríguez,14,es ESP,RM,31-072,90,1,0,0,0,4,1,0,0,34.0,2.0,1,0.0,0.7,0.7,0.1,3.0,0.0,18.0,23.0,78.3,3.0,19.0,1.0,0.0,0.0,1,2019-2020
Iddrisu Baba,12,gh GHA,DM,23-207,90,0,0,0,0,0,0,0,0,55.0,4.0,0,1.0,0.0,0.0,0.0,2.0,0.0,29.0,40.0,72.5,2.0,19.0,0.0,1.0,1.0,1,2019-2020
Lumor Agbenyenu,3,gh GHA,LB,23-002,90,0,0,0,0,1,0,0,0,46.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,74.3,2.0,11.0,1.0,0.0,0.0,1,2019-2020
Antonio Raillo,21,es ESP,CB,27-313,90,0,0,0,0,1,0,0,0,36.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,72.0,0.0,15.0,0.0,0.0,0.0,1,2019-2020
Martin Valjent,24,sk SVK,CB,23-249,90,0,0,0,0,2,1,0,0,28.0,0.0,2,0.0,0.1,0.1,0.0,2.0,0.0,14.0,16.0,87.5,0.0,11.0,1.0,0.0,0.0,1,2019-2020
Joan Sastre Vanrell,2,es ESP,RB,22-109,85,0,0,0,0,0,0,1,0,45.0,1.0,2,1.0,0.0,0.0,0.2,4.0,0.0,22.0,34.0,64.7,5.0,20.0,3.0,1.0,0.0,1,2019-2020
   Xisco Campos,5,es ESP,RB,37-160,5,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,1,2019-2020
Manolo Reina,1,es ESP,GK,34-138,90,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,34.0,47.1,0.0,16.0,0.0,0.0,0.0,1,2019-2020
Ante Budimir,22,hr CRO,FW,28-026,64,0,0,0,0,2,0,0,0,26.0,0.0,0,0.0,0.5,0.5,0.0,2.0,1.0,6.0,16.0,37.5,0.0,12.0,1.0,1.0,1.0,1,2019-2020
   Álex Alegría,10,es ESP,FW,26-311,26,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,1.0,5.0,1.0,1.0,0.0,1,2019-2020
Lago Junior,11,ci CIV,LM,28-229,90,0,0,0,0,3,0,0,0,24.0,1.0,0,0.0,0.2,0.2,0.3,3.0,0.0,12.0,17.0,70.6,2.0,16.0,2.0,2.0,1.0,1,2019-2020
Salva Sevilla,8,es ESP,CM,35-152,90,0,0,0,0,0,0,1,0,51.0,0.0,1,0.0,0.0,0.0,0.5,5.0,0.0,35.0,48.0,72.9,3.0,12.0,1.0,0.0,0.0,1,2019-2020
Aleix Febas,23,es ESP,CM,23-196,73,0,1,0,0,1,0,0,0,28.0,4.0,1,0.0,0.0,0.0,0.4,4.0,1.0,16.0,18.0,88.9,4.0,17.0,0.0,2.0,0.0,1,2019-2020
   Aleksandar Trajkovski,17,mk MKD,CM,26-346,17,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,5.0,5.0,100.0,1.0,6.0,1.0,1.0,0.0,1,2019-2020
Dani Rodríguez,14,es ESP,RM,31-072,90,1,0,0,0,4,1,0,0,34.0,2.0,1,0.0,0.7,0.7,0.1,3.0,0.0,18.0,23.0,78.3,3.0,19.0,1.0,0.0,0.0,1,2019-2020
Iddrisu Baba,12,gh GHA,DM,23-207,90,0,0,0,0,0,0,0,0,55.0,4.0,0,1.0,0.0,0.0,0.0,2.0,0.0,29.0,40.0,72.5,2.0,19.0,0.0,1.0,1.0,1,2019-2020
Lumor Agbenyenu,3,gh GHA,LB,23-002,90,0,0,0,0,1,0,0,0,46.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,74.3,2.0,11.0,1.0,0.0,0.0,1,2019-2020
Antonio Raillo,21,es ESP,CB,27-313,90,0,0,0,0,1,0,0,0,36.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,72.0,0.0,15.0,0.0,0.0,0.0,1,2019-2020
Martin Valjent,24,sk SVK,CB,23-249,90,0,0,0,0,2,1,0,0,28.0,0.0,2,0.0,0.1,0.1,0.0,2.0,0.0,14.0,16.0,87.5,0.0,11.0,1.0,0.0,0.0,1,2019-2020
Joan Sastre Vanrell,2,es ESP,RB,22-109,85,0,0,0,0,0,0,1,0,45.0,1.0,2,1.0,0.0,0.0,0.2,4.0,0.0,22.0,34.0,64.7,5.0,20.0,3.0,1.0,0.0,1,2019-2020
   Xisco Campos,5,es ESP,RB,37-160,5,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,1,2019-2020
Manolo Reina,1,es ESP,GK,34-138,90,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,34.0,47.1,0.0,16.0,0.0,0.0,0.0,1,2019-2020
Martin Braithwaite,7,dk DEN,FW,28-073,90,0,0,0,0,1,0,0,0,17.0,0.0,0,0.0,0.1,0.1,0.4,2.0,0.0,9.0,10.0,90.0,4.0,7.0,1.0,3.0,2.0,1,2019-2020
Youssef En-Nesyri,26,ma MAR,FW,22-077,90,0,0,0,0,5,1,0,0,26.0,0.0,0,0.0,0.7,0.7,0.0,3.0,0.0,9.0,16.0,56.3,0.0,14.0,5.0,2.0,2.0,1,2019-2020
Óscar Rodríguez Arnaiz,27,es ESP,"AM,RM",21-050,89,0,0,0,0,3,0,0,1,43.0,0.0,0,1.0,0.1,0.1,0.0,4.0,0.0,20.0,34.0,58.8,2.0,15.0,0.0,2.0,1.0,1,2019-2020
Javier Eraso,17,es ESP,CM,29-148,66,0,0,0,0,0,0,0,0,27.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,15.0,17.0,88.2,3.0,16.0,0.0,0.0,0.0,1,2019-2020
   Recio,8,es ESP,CM,28-218,24,0,0,0,0,0,0,1,0,13.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,55.6,2.0,6.0,0.0,0.0,0.0,1,2019-2020
Rubén Pérez,21,es ESP,CM,30-113,90,0,0,0,0,1,0,0,0,51.0,3.0,2,0.0,0.0,0.0,0.1,2.0,0.0,31.0,39.0,79.5,1.0,21.0,0.0,1.0,0.0,1,2019-2020
