player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,Equipo,unique_id,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Mathew Ryan,13,au AUS,GK,29-203,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Real Sociedad ,Mathew Ryan_Real Sociedad _11,6.0,0.0,6.0,100.0,1.1,7.0,21.0,33.3,33.0,5.0,48.5,39.9,8.0,62.5,41.1,29.0,2.0,6.9,0.0,9.8
Luís Maximiano,1,pt POR,GK,22-296,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Granada ,Luís Maximiano_Granada _11,4.0,1.0,3.0,75.0,0.7,1.0,3.0,33.3,27.0,11.0,7.4,25.6,3.0,33.3,39.7,5.0,1.0,20.0,5.0,23.4
David Soria,13,es ESP,GK,28-207,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Getafe ,David Soria_Getafe _11,3.0,1.0,2.0,66.7,0.1,17.0,31.0,54.8,20.0,1.0,85.0,52.1,14.0,100.0,61.9,18.0,0.0,0.0,0.0,8.5
Aitor Fernández,1,es ESP,GK,30-178,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2021-2022,Levante ,Aitor Fernández_Levante _11,3.0,2.0,1.0,33.3,1.3,2.0,7.0,28.6,14.0,4.0,42.9,35.6,2.0,50.0,37.5,9.0,0.0,0.0,0.0,4.0
Jan Oblak,13,si SVN,GK,28-294,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Atlético Madrid ,Jan Oblak_Atlético Madrid _11,3.0,2.0,1.0,100.0,2.0,2.0,9.0,22.2,20.0,4.0,35.0,36.3,6.0,33.3,29.2,10.0,0.0,0.0,2.0,27.0
Kiko Casilla,1,es ESP,GK,35-028,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Elche ,Kiko Casilla_Elche _12,5.0,2.0,3.0,60.0,1.9,4.0,7.0,57.1,20.0,4.0,15.0,25.6,10.0,40.0,38.5,10.0,0.0,0.0,1.0,19.0
Thibaut Courtois,1,be BEL,GK,29-172,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Real Madrid ,Thibaut Courtois_Real Madrid _12,4.0,1.0,3.0,75.0,0.9,3.0,4.0,75.0,14.0,3.0,28.6,26.4,6.0,0.0,16.5,19.0,0.0,0.0,0.0,9.0
Yassine Bounou,13,ma MAR,GK,30-208,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Sevilla ,Yassine Bounou_Sevilla _12,3.0,0.0,3.0,100.0,1.0,6.0,16.0,37.5,29.0,6.0,31.0,30.8,10.0,70.0,50.2,18.0,0.0,0.0,0.0,
Juan Pérez,13,es ESP,GK,25-107,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,12,2021-2022,Osasuna ,Juan Pérez_Osasuna _12,4.0,2.0,2.0,50.0,1.1,1.0,15.0,6.7,18.0,4.0,55.6,41.6,5.0,100.0,62.0,11.0,1.0,9.1,7.0,22.0
Jasper Cillessen,13,nl NED,GK,32-191,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2021-2022,Valencia ,Jasper Cillessen_Valencia _12,1.0,0.0,1.0,100.0,0.2,7.0,22.0,31.8,14.0,1.0,92.9,60.3,9.0,100.0,68.4,13.0,0.0,0.0,0.0,17.5
Gerónimo Rulli,13,ar ARG,GK,29-163,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Villarreal ,Gerónimo Rulli_Villarreal _12,2.0,2.0,0.0,50.0,1.2,0.0,0.0,,19.0,5.0,0.0,16.8,5.0,0.0,16.6,12.0,1.0,8.3,1.0,18.5
Marc-André ter Stegen,1,de GER,GK,29-183,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Barcelona ,Marc-André ter Stegen_Barcelona _12,2.0,1.0,1.0,50.0,0.9,1.0,2.0,50.0,20.0,5.0,10.0,21.9,2.0,0.0,25.0,4.0,0.0,0.0,1.0,14.7
Antonio Sivera,13,es ESP,GK,25-080,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Alavés ,Antonio Sivera_Alavés _12,5.0,1.0,4.0,80.0,1.5,12.0,26.0,46.2,20.0,2.0,70.0,49.8,14.0,85.7,55.9,28.0,1.0,3.6,0.0,10.5
Jeremías Ledesma,1,ar ARG,GK,28-260,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Cádiz ,Jeremías Ledesma_Cádiz _12,5.0,1.0,4.0,80.0,1.5,6.0,12.0,50.0,15.0,3.0,66.7,47.9,6.0,33.3,37.7,7.0,0.0,0.0,0.0,16.0
Manolo Reina,1,es ESP,GK,36-213,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Mallorca ,Manolo Reina_Mallorca _12,2.0,1.0,1.0,100.0,1.6,4.0,16.0,25.0,24.0,4.0,54.2,39.3,8.0,37.5,39.5,16.0,2.0,12.5,0.0,5.8
Jan Oblak,13,si SVN,GK,28-297,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Atlético Madrid ,Jan Oblak_Atlético Madrid _12,1.0,0.0,1.0,100.0,0.0,6.0,13.0,46.2,18.0,4.0,38.9,38.3,9.0,66.7,42.3,6.0,1.0,16.7,0.0,13.5
Claudio Bravo,25,cl CHI,GK,38-201,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Betis ,Claudio Bravo_Betis _12,9.0,3.0,7.0,66.7,3.5,1.0,7.0,14.3,24.0,5.0,29.2,33.4,7.0,0.0,26.0,15.0,2.0,13.3,0.0,6.8
David Soria,13,es ESP,GK,28-210,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Getafe ,David Soria_Getafe _12,3.0,1.0,2.0,66.7,0.6,8.0,13.0,61.5,15.0,3.0,60.0,42.7,6.0,66.7,48.2,25.0,2.0,8.0,0.0,9.2
Diego López,13,es ESP,GK,39-362,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2021-2022,Espanyol ,Diego López_Espanyol _12,7.0,2.0,5.0,71.4,1.9,4.0,10.0,40.0,28.0,6.0,25.0,31.3,7.0,42.9,41.3,14.0,0.0,0.0,2.0,24.3
Álex Remiro,1,es ESP,GK,26-221,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,12,2021-2022,Real Sociedad ,Álex Remiro_Real Sociedad _12,5.0,1.0,4.0,80.0,1.1,2.0,5.0,40.0,27.0,4.0,18.5,30.0,3.0,0.0,21.3,14.0,0.0,0.0,3.0,15.2
Unai Simón,1,es ESP,GK,24-142,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Athletic Club ,Unai Simón_Athletic Club _12,3.0,1.0,2.0,100.0,1.2,3.0,13.0,23.1,22.0,2.0,54.5,41.1,5.0,20.0,24.8,13.0,0.0,0.0,0.0,
Stole Dimitrievski,13,mk MKD,GK,27-311,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _12,4.0,0.0,4.0,100.0,0.5,10.0,15.0,66.7,24.0,7.0,45.8,38.3,5.0,80.0,56.6,18.0,1.0,5.6,1.0,14.0
Matías Dituro,1,ar ARG,GK,34-177,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Celta Vigo ,Matías Dituro_Celta Vigo _12,5.0,0.0,5.0,100.0,0.7,8.0,28.0,28.6,34.0,7.0,61.8,46.1,9.0,77.8,55.2,20.0,2.0,10.0,1.0,12.5
Aitor Fernández,1,es ESP,GK,30-182,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2021-2022,Levante ,Aitor Fernández_Levante _12,6.0,3.0,3.0,50.0,2.2,2.0,7.0,28.6,13.0,3.0,46.2,38.2,9.0,11.1,20.6,13.0,0.0,0.0,1.0,27.0
Luís Maximiano,1,pt POR,GK,22-300,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2021-2022,Granada ,Luís Maximiano_Granada _12,3.0,0.0,3.0,100.0,0.8,4.0,20.0,20.0,28.0,4.0,57.1,43.5,4.0,100.0,60.8,18.0,1.0,5.6,2.0,21.0
Unai Simón,1,es ESP,GK,24-147,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,13,2021-2022,Athletic Club ,Unai Simón_Athletic Club _13,4.0,1.0,3.0,75.0,0.5,3.0,5.0,60.0,21.0,10.0,14.3,22.9,4.0,50.0,50.0,16.0,0.0,0.0,4.0,22.4
Jeremías Ledesma,1,ar ARG,GK,28-265,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,13,2021-2022,Cádiz ,Jeremías Ledesma_Cádiz _13,4.0,0.0,4.0,100.0,0.2,12.0,26.0,46.2,22.0,4.0,81.8,55.4,8.0,100.0,69.1,20.0,2.0,10.0,0.0,5.7
Diego López,13,es ESP,GK,40-003,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Espanyol ,Diego López_Espanyol _13,5.0,0.0,5.0,100.0,1.4,3.0,10.0,30.0,25.0,4.0,28.0,33.6,8.0,37.5,35.9,21.0,3.0,14.3,1.0,10.0
Luís Maximiano,1,pt POR,GK,22-305,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Granada ,Luís Maximiano_Granada _13,6.0,2.0,4.0,66.7,1.8,5.0,9.0,55.6,20.0,7.0,25.0,28.6,9.0,44.4,44.1,12.0,1.0,8.3,2.0,18.8
Matías Dituro,1,ar ARG,GK,34-182,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Celta Vigo ,Matías Dituro_Celta Vigo _13,6.0,3.0,3.0,50.0,2.9,3.0,6.0,50.0,24.0,6.0,25.0,28.5,7.0,0.0,29.1,4.0,0.0,0.0,2.0,25.3
Marc-André ter Stegen,1,de GER,GK,29-190,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13,2021-2022,Barcelona ,Marc-André ter Stegen_Barcelona _13,4.0,3.0,1.0,25.0,1.5,8.0,15.0,53.3,34.0,4.0,23.5,30.7,13.0,53.8,38.8,19.0,0.0,0.0,2.0,13.0
Fernando Pacheco,1,es ESP,GK,29-172,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2021-2022,Alavés ,Fernando Pacheco_Alavés _13,7.0,1.0,6.0,85.7,1.2,6.0,10.0,60.0,30.0,7.0,30.0,30.7,4.0,25.0,28.5,4.0,0.0,0.0,3.0,24.5
Cárdenas,34,es ESP,GK,24-223,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2021-2022,Levante ,Cárdenas_Levante _13,3.0,2.0,1.0,66.7,1.5,5.0,24.0,20.8,20.0,1.0,80.0,48.9,13.0,61.5,42.6,22.0,0.0,0.0,2.0,32.7
Thibaut Courtois,1,be BEL,GK,29-179,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Real Madrid ,Thibaut Courtois_Real Madrid _13,6.0,1.0,5.0,83.3,0.4,1.0,4.0,25.0,37.0,9.0,8.1,23.3,5.0,20.0,34.6,18.0,2.0,11.1,0.0,7.3
Stole Dimitrievski,13,mk MKD,GK,27-316,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13,2021-2022,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _13,6.0,2.0,4.0,66.7,1.0,4.0,13.0,30.8,17.0,4.0,41.2,31.7,11.0,54.5,39.7,12.0,1.0,8.3,1.0,17.5
Gerónimo Rulli,13,ar ARG,GK,29-171,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Villarreal ,Gerónimo Rulli_Villarreal _13,2.0,0.0,2.0,100.0,0.3,8.0,14.0,57.1,37.0,5.0,32.4,31.9,4.0,50.0,35.0,7.0,0.0,0.0,1.0,21.0
David Soria,13,es ESP,GK,28-217,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,13,2021-2022,Getafe ,David Soria_Getafe _13,4.0,1.0,3.0,75.0,1.4,9.0,28.0,32.1,31.0,3.0,77.4,47.1,5.0,80.0,53.6,10.0,0.0,0.0,7.0,26.4
Jasper Cillessen,13,nl NED,GK,32-199,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Valencia ,Jasper Cillessen_Valencia _13,7.0,3.0,4.0,57.1,2.3,1.0,6.0,16.7,17.0,5.0,17.6,29.6,4.0,75.0,63.5,7.0,0.0,0.0,0.0,12.0
Jan Oblak,13,si SVN,GK,28-304,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2021-2022,Atlético Madrid ,Jan Oblak_Atlético Madrid _13,5.0,3.0,3.0,40.0,1.4,2.0,11.0,18.2,16.0,2.0,50.0,33.9,7.0,42.9,36.6,20.0,1.0,5.0,0.0,6.5
Sergio Herrera,1,es ESP,GK,28-155,90,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,13,2021-2022,Osasuna ,Sergio Herrera_Osasuna _13,3.0,2.0,1.0,66.7,1.6,12.0,25.0,48.0,25.0,2.0,84.0,47.5,4.0,100.0,62.3,6.0,1.0,16.7,0.0,7.5
Álex Remiro,1,es ESP,GK,26-228,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Real Sociedad ,Álex Remiro_Real Sociedad _13,2.0,0.0,2.0,100.0,0.2,5.0,16.0,31.3,32.0,4.0,37.5,33.0,8.0,50.0,42.8,19.0,1.0,5.3,0.0,15.3
Manolo Reina,1,es ESP,GK,36-220,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2021-2022,Mallorca ,Manolo Reina_Mallorca _13,2.0,2.0,0.0,0.0,0.8,4.0,10.0,40.0,23.0,3.0,39.1,35.7,4.0,25.0,27.3,12.0,1.0,8.3,0.0,11.5
Édgar Badía,13,es ESP,GK,29-268,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13,2021-2022,Elche ,Édgar Badía_Elche _13,6.0,2.0,4.0,83.3,2.1,4.0,10.0,40.0,23.0,1.0,30.4,33.8,6.0,50.0,37.2,15.0,2.0,13.3,1.0,12.3
Claudio Bravo,25,cl CHI,GK,38-208,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2021-2022,Betis ,Claudio Bravo_Betis _13,2.0,2.0,1.0,0.0,0.2,10.0,24.0,41.7,26.0,3.0,65.4,44.3,9.0,77.8,60.3,15.0,0.0,0.0,0.0,2.0
Yassine Bounou,13,ma MAR,GK,30-216,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2021-2022,Sevilla ,Yassine Bounou_Sevilla _13,1.0,0.0,1.0,100.0,0.0,3.0,5.0,60.0,27.0,3.0,14.8,26.9,3.0,33.3,30.0,6.0,0.0,0.0,1.0,15.0
Cárdenas,34,es ESP,GK,24-236,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,3.0,0.0,14,2021-2022,Levante ,Cárdenas_Levante _14,2.0,0.0,2.0,100.0,0.1,8.0,19.0,42.1,25.0,4.0,60.0,41.2,9.0,44.4,37.2,14.0,1.0,7.1,3.0,17.9
Unai Simón,1,es ESP,GK,24-161,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Athletic Club ,Unai Simón_Athletic Club _14,2.0,0.0,2.0,100.0,0.2,2.0,7.0,28.6,26.0,9.0,23.1,28.2,8.0,12.5,18.8,16.0,2.0,12.5,1.0,11.8
Matías Dituro,1,ar ARG,GK,34-196,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,14,2021-2022,Celta Vigo ,Matías Dituro_Celta Vigo _14,6.0,1.0,5.0,83.3,1.6,10.0,23.0,43.5,30.0,3.0,53.3,41.2,11.0,63.6,55.0,13.0,1.0,7.7,2.0,11.2
Gerónimo Rulli,13,ar ARG,GK,29-184,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,14,2021-2022,Villarreal ,Gerónimo Rulli_Villarreal _14,3.0,1.0,2.0,66.7,1.2,4.0,14.0,28.6,36.0,8.0,19.4,28.9,11.0,63.6,42.1,20.0,1.0,5.0,2.0,15.2
Yassine Bounou,13,ma MAR,GK,30-229,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Sevilla ,Yassine Bounou_Sevilla _14,3.0,2.0,1.0,66.7,1.3,2.0,7.0,28.6,17.0,1.0,35.3,34.7,4.0,25.0,38.3,8.0,0.0,0.0,2.0,19.7
Fernando Pacheco,1,es ESP,GK,29-186,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Alavés ,Fernando Pacheco_Alavés _14,6.0,2.0,4.0,66.7,1.7,11.0,30.0,36.7,23.0,1.0,91.3,54.0,12.0,75.0,45.8,32.0,1.0,3.1,1.0,13.5
Jan Oblak,13,si SVN,GK,28-317,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Atlético Madrid ,Jan Oblak_Atlético Madrid _14,3.0,0.0,3.0,100.0,0.4,6.0,9.0,66.7,20.0,5.0,20.0,29.5,9.0,55.6,45.1,14.0,0.0,0.0,2.0,19.5
Sergio Herrera,1,es ESP,GK,28-168,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Osasuna ,Sergio Herrera_Osasuna _14,2.0,1.0,1.0,50.0,0.5,9.0,19.0,47.4,24.0,2.0,62.5,42.5,11.0,36.4,34.5,39.0,1.0,2.6,0.0,7.3
Marc-André ter Stegen,1,de GER,GK,29-204,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Barcelona ,Marc-André ter Stegen_Barcelona _14,2.0,0.0,2.0,100.0,0.3,2.0,2.0,100.0,24.0,7.0,4.2,22.3,8.0,12.5,29.1,10.0,0.0,0.0,1.0,24.0
Diego López,13,es ESP,GK,40-017,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Espanyol ,Diego López_Espanyol _14,6.0,1.0,5.0,100.0,1.4,6.0,16.0,37.5,29.0,10.0,48.3,39.6,7.0,28.6,31.3,16.0,0.0,0.0,0.0,
David Soria,13,es ESP,GK,28-231,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Getafe ,David Soria_Getafe _14,2.0,0.0,2.0,100.0,0.7,16.0,25.0,64.0,23.0,0.0,91.3,55.9,5.0,80.0,51.8,24.0,2.0,8.3,0.0,6.8
Jeremías Ledesma,1,ar ARG,GK,28-281,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Cádiz ,Jeremías Ledesma_Cádiz _14,8.0,4.0,4.0,50.0,1.6,3.0,17.0,17.6,26.0,7.0,50.0,38.7,9.0,44.4,49.9,14.0,0.0,0.0,1.0,17.5
Luís Maximiano,1,pt POR,GK,22-320,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Granada ,Luís Maximiano_Granada _14,9.0,4.0,5.0,55.6,3.0,6.0,13.0,46.2,22.0,4.0,31.8,35.7,8.0,75.0,54.1,7.0,0.0,0.0,0.0,19.0
Thibaut Courtois,1,be BEL,GK,29-194,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Real Madrid ,Thibaut Courtois_Real Madrid _14,3.0,1.0,2.0,66.7,0.3,3.0,6.0,50.0,29.0,4.0,17.2,27.8,1.0,100.0,66.0,15.0,1.0,6.7,0.0,14.0
Édgar Badía,13,es ESP,GK,29-282,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Elche ,Édgar Badía_Elche _14,4.0,3.0,1.0,50.0,2.2,2.0,3.0,66.7,21.0,3.0,9.5,24.0,6.0,16.7,32.2,2.0,0.0,0.0,0.0,17.0
Rui Silva,13,pt POR,GK,27-287,90,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,14,2021-2022,Betis ,Rui Silva_Betis _14,4.0,0.0,4.0,100.0,0.9,9.0,17.0,52.9,23.0,3.0,43.5,37.4,10.0,70.0,50.7,24.0,0.0,0.0,0.0,9.5
Álex Remiro,1,es ESP,GK,26-242,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Real Sociedad ,Álex Remiro_Real Sociedad _14,3.0,0.0,3.0,100.0,0.5,5.0,11.0,45.5,32.0,7.0,31.3,33.7,3.0,33.3,39.3,22.0,0.0,0.0,1.0,17.8
Jasper Cillessen,13,nl NED,GK,32-213,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Valencia ,Jasper Cillessen_Valencia _14,2.0,0.0,2.0,100.0,0.2,10.0,26.0,38.5,20.0,3.0,70.0,52.4,12.0,100.0,66.3,7.0,1.0,14.3,0.0,8.0
Stole Dimitrievski,13,mk MKD,GK,27-332,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2021-2022,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _14,5.0,1.0,4.0,80.0,1.0,11.0,21.0,52.4,26.0,1.0,65.4,50.0,6.0,66.7,55.2,10.0,1.0,10.0,0.0,11.0
Manolo Reina,1,es ESP,GK,36-235,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2021-2022,Mallorca ,Manolo Reina_Mallorca _14,5.0,3.0,2.0,60.0,2.4,8.0,13.0,61.5,17.0,3.0,58.8,43.4,8.0,37.5,36.5,14.0,1.0,7.1,1.0,13.5
Unai Simón,1,es ESP,GK,24-168,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2021-2022,Athletic Club ,Unai Simón_Athletic Club _15,3.0,2.0,1.0,33.3,1.8,2.0,7.0,28.6,22.0,1.0,22.7,29.2,4.0,50.0,47.3,5.0,0.0,0.0,4.0,27.4
Luís Maximiano,1,pt POR,GK,22-325,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,15,2021-2022,Granada ,Luís Maximiano_Granada _15,4.0,2.0,3.0,50.0,0.9,13.0,28.0,46.4,28.0,2.0,64.3,50.5,11.0,90.9,58.8,24.0,1.0,4.2,5.0,21.5
Fernando Pacheco,1,es ESP,GK,29-193,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2021-2022,Alavés ,Fernando Pacheco_Alavés _15,5.0,2.0,2.0,60.0,1.1,4.0,10.0,40.0,17.0,2.0,47.1,39.6,3.0,66.7,51.0,14.0,0.0,0.0,0.0,2.0
Matías Dituro,1,ar ARG,GK,34-203,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2021-2022,Celta Vigo ,Matías Dituro_Celta Vigo _15,5.0,1.0,4.0,80.0,0.9,10.0,22.0,45.5,34.0,5.0,55.9,39.4,4.0,75.0,43.5,18.0,3.0,16.7,2.0,12.9
Jasper Cillessen,13,nl NED,GK,32-219,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2021-2022,Valencia ,Jasper Cillessen_Valencia _15,5.0,1.0,4.0,80.0,1.6,7.0,21.0,33.3,26.0,6.0,65.4,47.4,4.0,100.0,63.8,18.0,1.0,5.6,0.0,9.3
