player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,Equipo,unique_id,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Kepa Arrizabalaga,1,es ESP,GK,23-019,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,2017-2018,Athletic Club ,Kepa Arrizabalaga_Athletic Club _9,4.0,1.0,3.0,75.0,1.3,8.0,20.0,40.0,29.0,6.0,48.3,41.6,10.0,60.0,49.6,10.0,1.0,10.0,1.0,14.8
Kiko Casilla,13,es ESP,GK,31-020,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,9,2017-2018,Real Madrid ,Kiko Casilla_Real Madrid _9,2.0,0.0,2.0,100.0,0.4,2.0,5.0,40.0,31.0,10.0,12.9,29.7,9.0,11.1,31.1,24.0,0.0,0.0,1.0,12.2
Marko Dmitrović,25,rs SRB,GK,25-271,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,9,2017-2018,Eibar ,Marko Dmitrović_Eibar _9,7.0,3.0,5.0,57.1,2.0,7.0,24.0,29.2,22.0,4.0,72.7,54.1,8.0,100.0,72.4,11.0,1.0,9.1,3.0,13.9
Gerónimo Rulli,1,ar ARG,GK,25-156,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9,2017-2018,Real Sociedad ,Gerónimo Rulli_Real Sociedad _9,1.0,1.0,0.0,0.0,0.6,7.0,10.0,70.0,50.0,3.0,18.0,26.9,6.0,16.7,35.2,6.0,3.0,50.0,1.0,12.5
Pau López,1,es ESP,GK,22-314,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,2017-2018,Espanyol ,Pau López_Espanyol _9,5.0,1.0,4.0,80.0,1.3,10.0,24.0,41.7,22.0,3.0,63.6,43.1,10.0,100.0,63.7,23.0,3.0,13.0,0.0,6.4
Francis Uzoho,26,ng NGA,GK,18-360,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9,2017-2018,La Coruña ,Francis Uzoho_La Coruña _9,6.0,2.0,4.0,83.3,2.6,5.0,13.0,38.5,11.0,2.0,63.6,38.9,8.0,75.0,45.4,11.0,0.0,0.0,1.0,23.0
Yassine Bounou,13,ma MAR,GK,26-201,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,2017-2018,Girona ,Yassine Bounou_Girona _9,6.0,1.0,5.0,100.0,2.6,10.0,25.0,40.0,21.0,0.0,81.0,49.0,8.0,100.0,62.8,27.0,0.0,0.0,1.0,19.0
Fernando Pacheco,1,es ESP,GK,25-163,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,10,2017-2018,Alavés ,Fernando Pacheco_Alavés _10,2.0,2.0,0.0,50.0,1.5,10.0,17.0,58.8,13.0,2.0,53.8,38.3,10.0,100.0,60.0,14.0,0.0,0.0,0.0,4.0
Neto,13,br BRA,GK,28-101,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2017-2018,Valencia ,Neto_Valencia _10,6.0,1.0,5.0,83.3,1.1,5.0,10.0,50.0,15.0,8.0,26.7,33.3,8.0,75.0,52.8,13.0,1.0,7.7,0.0,7.8
Jan Oblak,13,si SVN,GK,24-294,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Atlético Madrid ,Jan Oblak_Atlético Madrid _10,4.0,1.0,3.0,75.0,0.5,5.0,15.0,33.3,22.0,6.0,50.0,40.8,4.0,100.0,66.8,8.0,0.0,0.0,1.0,29.0
Mariano Barbosa,25,ar ARG,GK,33-093,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Villarreal ,Mariano Barbosa_Villarreal _10,5.0,1.0,4.0,80.0,1.4,10.0,18.0,55.6,22.0,5.0,27.3,30.9,12.0,100.0,60.3,22.0,2.0,9.1,0.0,8.0
Kepa Arrizabalaga,1,es ESP,GK,23-025,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Athletic Club ,Kepa Arrizabalaga_Athletic Club _10,5.0,2.0,3.0,60.0,1.1,11.0,25.0,44.0,32.0,3.0,65.6,46.0,4.0,100.0,63.0,6.0,0.0,0.0,0.0,6.0
Marc-André ter Stegen,1,de GER,GK,25-181,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Barcelona ,Marc-André ter Stegen_Barcelona _10,5.0,0.0,5.0,100.0,1.3,7.0,18.0,38.9,33.0,8.0,30.3,34.4,12.0,66.7,48.0,23.0,1.0,4.3,2.0,15.0
David Soria,13,es ESP,GK,24-207,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Sevilla ,David Soria_Sevilla _10,1.0,1.0,0.0,100.0,0.8,1.0,12.0,8.3,28.0,5.0,25.0,28.5,9.0,55.6,44.4,20.0,0.0,0.0,0.0,12.0
Iván Cuéllar,1,es ESP,GK,33-154,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Leganés ,Iván Cuéllar_Leganés _10,5.0,2.0,3.0,60.0,1.7,10.0,30.0,33.3,30.0,3.0,83.3,49.8,5.0,100.0,66.4,11.0,1.0,9.1,0.0,6.0
Vicente Guaita,13,es ESP,GK,30-292,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Getafe ,Vicente Guaita_Getafe _10,4.0,1.0,3.0,75.0,1.5,11.0,25.0,44.0,24.0,3.0,70.8,47.7,8.0,100.0,66.5,14.0,0.0,0.0,1.0,28.0
Gerónimo Rulli,1,ar ARG,GK,25-162,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Real Sociedad ,Gerónimo Rulli_Real Sociedad _10,5.0,2.0,3.0,80.0,2.3,11.0,21.0,52.4,45.0,6.0,35.6,35.0,8.0,62.5,51.0,16.0,0.0,0.0,1.0,40.0
Yassine Bounou,13,ma MAR,GK,26-207,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Girona ,Yassine Bounou_Girona _10,5.0,1.0,4.0,80.0,1.3,11.0,21.0,52.4,21.0,5.0,66.7,46.9,9.0,77.8,58.1,14.0,0.0,0.0,0.0,6.0
Kiko Casilla,13,es ESP,GK,31-027,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,10,2017-2018,Real Madrid ,Kiko Casilla_Real Madrid _10,4.0,2.0,2.0,50.0,2.1,3.0,14.0,21.4,15.0,7.0,26.7,28.9,12.0,83.3,49.8,9.0,1.0,11.1,2.0,18.4
Marko Dmitrović,25,rs SRB,GK,25-278,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Eibar ,Marko Dmitrović_Eibar _10,2.0,2.0,0.0,0.0,1.6,7.0,13.0,53.8,21.0,5.0,52.4,42.1,3.0,66.7,59.7,6.0,1.0,16.7,1.0,17.5
Raúl Fernández,1,es ESP,GK,29-230,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,10,2017-2018,Levante ,Raúl Fernández_Levante _10,6.0,2.0,4.0,66.7,1.5,6.0,18.0,33.3,17.0,5.0,58.8,46.4,9.0,88.9,62.1,28.0,2.0,7.1,3.0,17.0
Roberto,1,es ESP,GK,31-261,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Málaga ,Roberto_Málaga _10,2.0,1.0,1.0,50.0,1.1,2.0,18.0,11.1,14.0,0.0,100.0,56.1,4.0,100.0,64.8,9.0,0.0,0.0,0.0,8.5
Rubén Blanco,13,es ESP,GK,22-096,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,10,2017-2018,Celta Vigo ,Rubén Blanco_Celta Vigo _10,3.0,2.0,1.0,66.7,2.3,6.0,13.0,46.2,26.0,1.0,34.6,35.7,7.0,57.1,48.1,12.0,0.0,0.0,0.0,13.0
Raúl Lizoain,1,es ESP,GK,26-276,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Las Palmas ,Raúl Lizoain_Las Palmas _10,5.0,3.0,2.0,60.0,1.9,3.0,6.0,50.0,30.0,4.0,10.0,23.8,6.0,50.0,40.8,15.0,0.0,0.0,1.0,17.3
Costel Pantilimon,25,ro ROU,GK,30-271,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,La Coruña ,Costel Pantilimon_La Coruña _10,5.0,1.0,4.0,80.0,0.9,6.0,17.0,35.3,13.0,5.0,61.5,40.1,9.0,100.0,64.0,17.0,1.0,5.9,0.0,10.0
Pau López,1,es ESP,GK,22-321,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2017-2018,Espanyol ,Pau López_Espanyol _10,4.0,0.0,4.0,100.0,0.4,6.0,18.0,33.3,26.0,3.0,61.5,47.5,2.0,100.0,80.0,16.0,1.0,6.3,0.0,11.4
Antonio Adán,13,es ESP,GK,30-170,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2017-2018,Betis ,Antonio Adán_Betis _10,4.0,1.0,3.0,75.0,0.6,4.0,16.0,25.0,45.0,4.0,22.2,29.0,7.0,85.7,52.0,18.0,1.0,5.6,2.0,13.7
Yassine Bounou,13,ma MAR,GK,27-134,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Girona ,Yassine Bounou_Girona _1,1.0,0.0,1.0,100.0,0.2,3.0,5.0,60.0,14.0,4.0,21.4,30.2,5.0,40.0,37.4,11.0,1.0,9.1,0.0,8.8
Jordi Masip,1,es ESP,GK,29-226,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Valladolid ,Jordi Masip_Valladolid _1,1.0,0.0,1.0,100.0,0.0,7.0,35.0,20.0,29.0,3.0,79.3,50.0,12.0,100.0,64.3,20.0,1.0,5.0,0.0,8.0
Pau López,13,es ESP,GK,23-247,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Betis ,Pau López_Betis _1,4.0,3.0,1.0,25.0,3.1,2.0,4.0,50.0,20.0,2.0,20.0,25.8,2.0,0.0,23.0,6.0,0.0,0.0,2.0,25.0
Oier Olazábal,13,es ESP,GK,28-337,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2018-2019,Levante ,Oier Olazábal_Levante _1,8.0,0.0,8.0,100.0,0.9,4.0,24.0,16.7,18.0,2.0,77.8,51.1,13.0,76.9,50.6,20.0,0.0,0.0,0.0,5.0
Sergio Álvarez,1,es ESP,GK,32-015,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Celta Vigo ,Sergio Álvarez_Celta Vigo _1,5.0,1.0,4.0,80.0,1.1,8.0,21.0,38.1,20.0,1.0,70.0,48.4,9.0,77.8,59.8,15.0,0.0,0.0,0.0,10.0
Diego López,13,es ESP,GK,36-288,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Espanyol ,Diego López_Espanyol _1,2.0,1.0,2.0,50.0,0.4,4.0,12.0,33.3,15.0,4.0,46.7,39.2,8.0,62.5,46.1,22.0,2.0,9.1,0.0,8.5
Sergio Asenjo,1,es ESP,GK,29-051,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Villarreal ,Sergio Asenjo_Villarreal _1,4.0,2.0,2.0,50.0,0.6,5.0,13.0,38.5,20.0,2.0,50.0,38.4,4.0,75.0,48.0,9.0,0.0,0.0,1.0,21.0
Gerónimo Rulli,1,ar ARG,GK,26-090,90,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1,2018-2019,Real Sociedad ,Gerónimo Rulli_Real Sociedad _1,7.0,1.0,6.0,85.7,1.0,10.0,30.0,33.3,38.0,4.0,60.5,44.5,7.0,100.0,64.3,12.0,2.0,16.7,0.0,7.0
Marc-André ter Stegen,1,de GER,GK,26-110,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Barcelona ,Marc-André ter Stegen_Barcelona _1,0.0,0.0,0.0,,0.0,3.0,3.0,100.0,23.0,4.0,8.7,23.0,5.0,20.0,27.4,4.0,0.0,0.0,5.0,31.2
Fernando Pacheco,1,es ESP,GK,26-092,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Alavés ,Fernando Pacheco_Alavés _1,9.0,3.0,6.0,66.7,2.8,6.0,20.0,30.0,17.0,3.0,64.7,44.2,10.0,90.0,59.8,7.0,0.0,0.0,0.0,
Marko Dmitrović,25,rs SRB,GK,26-207,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,2018-2019,Eibar ,Marko Dmitrović_Eibar _1,6.0,2.0,4.0,66.7,1.9,7.0,11.0,63.6,20.0,3.0,45.0,33.3,3.0,66.7,60.3,4.0,0.0,0.0,1.0,11.3
Axel Werner,1,ar ARG,GK,22-172,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Huesca ,Axel Werner_Huesca _1,6.0,1.0,5.0,83.3,0.8,12.0,38.0,31.6,28.0,1.0,89.3,52.0,13.0,100.0,61.5,34.0,0.0,0.0,0.0,7.0
Alberto García,1,es ESP,GK,33-191,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Rayo Vallecano ,Alberto García_Rayo Vallecano _1,7.0,4.0,3.0,42.9,3.2,5.0,14.0,35.7,20.0,8.0,40.0,36.8,11.0,54.5,44.7,16.0,1.0,6.3,0.0,6.0
Tomáš Vaclík,1,cz CZE,GK,29-143,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2018-2019,Sevilla ,Tomáš Vaclík_Sevilla _1,2.0,1.0,1.0,100.0,1.7,7.0,28.0,25.0,31.0,3.0,67.7,48.2,10.0,70.0,60.4,13.0,2.0,15.4,1.0,9.0
Keylor Navas,1,cr CRC,GK,31-247,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Real Madrid ,Keylor Navas_Real Madrid _1,1.0,0.0,1.0,100.0,0.0,5.0,9.0,55.6,38.0,8.0,18.4,30.4,6.0,33.3,38.5,3.0,0.0,0.0,1.0,13.8
David Soria,13,es ESP,GK,25-137,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,2018-2019,Getafe ,David Soria_Getafe _1,3.0,2.0,1.0,33.3,1.2,9.0,28.0,32.1,22.0,2.0,90.9,54.0,8.0,100.0,65.0,14.0,0.0,0.0,0.0,9.3
Neto,13,br BRA,GK,29-032,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2018-2019,Valencia ,Neto_Valencia _1,3.0,1.0,2.0,66.7,1.5,5.0,15.0,33.3,21.0,5.0,42.9,40.9,6.0,100.0,61.7,16.0,0.0,0.0,0.0,4.0
Jan Oblak,13,si SVN,GK,25-225,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2018-2019,Atlético Madrid ,Jan Oblak_Atlético Madrid _1,4.0,1.0,3.0,75.0,1.5,5.0,21.0,23.8,13.0,5.0,61.5,42.7,13.0,100.0,60.0,7.0,1.0,14.3,0.0,12.0
Unai Simón,25,es ESP,GK,21-070,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Athletic Club ,Unai Simón_Athletic Club _1,2.0,1.0,1.0,50.0,0.5,5.0,7.0,71.4,12.0,7.0,16.7,29.5,7.0,71.4,51.3,13.0,0.0,0.0,0.0,19.0
Iván Cuéllar,1,es ESP,GK,34-085,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2018-2019,Leganés ,Iván Cuéllar_Leganés _1,5.0,2.0,3.0,60.0,2.2,9.0,25.0,36.0,18.0,0.0,72.2,47.5,13.0,92.3,61.2,23.0,0.0,0.0,0.0,
Iván Cuéllar,1,es ESP,GK,34-160,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2018-2019,Leganés ,Iván Cuéllar_Leganés _11,4.0,1.0,3.0,75.0,0.5,15.0,31.0,48.4,33.0,5.0,69.7,48.2,9.0,88.9,60.3,14.0,0.0,0.0,2.0,17.3
Jan Oblak,13,si SVN,GK,25-300,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Atlético Madrid ,Jan Oblak_Atlético Madrid _11,3.0,1.0,2.0,66.7,1.6,3.0,16.0,18.8,23.0,4.0,52.2,39.5,5.0,80.0,55.6,12.0,1.0,8.3,0.0,9.0
Thibaut Courtois,25,be BEL,GK,26-176,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Real Madrid ,Thibaut Courtois_Real Madrid _11,2.0,0.0,2.0,100.0,0.2,3.0,8.0,37.5,13.0,6.0,15.4,27.8,6.0,100.0,69.8,15.0,0.0,0.0,2.0,29.0
Jordi Masip,1,es ESP,GK,29-304,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Valladolid ,Jordi Masip_Valladolid _11,7.0,2.0,5.0,85.7,1.9,12.0,28.0,42.9,36.0,11.0,50.0,38.0,14.0,71.4,51.5,28.0,0.0,0.0,0.0,
Neto,13,br BRA,GK,29-107,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Valencia ,Neto_Valencia _11,3.0,1.0,2.0,66.7,0.9,6.0,8.0,75.0,12.0,2.0,33.3,23.5,4.0,100.0,61.8,5.0,0.0,0.0,2.0,22.5
Yassine Bounou,13,ma MAR,GK,27-212,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2018-2019,Girona ,Yassine Bounou_Girona _11,9.0,0.0,9.0,100.0,3.0,4.0,20.0,20.0,21.0,3.0,33.3,37.1,17.0,76.5,55.5,31.0,1.0,3.2,3.0,16.0
Alberto García,1,es ESP,GK,33-267,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Rayo Vallecano ,Alberto García_Rayo Vallecano _11,5.0,3.0,2.0,40.0,2.6,6.0,15.0,40.0,14.0,1.0,78.6,49.7,8.0,50.0,44.9,15.0,1.0,6.7,0.0,9.5
Marc-André ter Stegen,1,de GER,GK,26-187,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Barcelona ,Marc-André ter Stegen_Barcelona _11,5.0,2.0,3.0,60.0,1.7,2.0,5.0,40.0,21.0,1.0,19.0,30.6,8.0,12.5,30.3,13.0,1.0,7.7,1.0,17.5
Marko Dmitrović,1,rs SRB,GK,26-284,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Eibar ,Marko Dmitrović_Eibar _11,3.0,1.0,2.0,66.7,0.2,4.0,10.0,40.0,27.0,8.0,25.9,30.9,7.0,42.9,49.7,11.0,2.0,18.2,2.0,17.2
Antonio Sivera,13,es ESP,GK,22-085,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,11,2018-2019,Alavés ,Antonio Sivera_Alavés _11,7.0,2.0,5.0,71.4,1.3,9.0,26.0,34.6,18.0,5.0,66.7,45.1,14.0,100.0,66.1,39.0,0.0,0.0,2.0,10.8
Sergio Asenjo,1,es ESP,GK,29-129,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Villarreal ,Sergio Asenjo_Villarreal _11,2.0,1.0,2.0,50.0,0.1,8.0,21.0,38.1,21.0,4.0,61.9,39.9,9.0,88.9,56.4,11.0,1.0,9.1,0.0,11.5
Oier Olazábal,13,es ESP,GK,29-051,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Levante ,Oier Olazábal_Levante _11,4.0,1.0,3.0,75.0,1.0,5.0,17.0,29.4,15.0,1.0,53.3,42.3,18.0,50.0,42.9,22.0,0.0,0.0,1.0,26.0
Aleksandar Jovanović,25,rs SRB,GK,25-333,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Huesca ,Aleksandar Jovanović_Huesca _11,2.0,1.0,1.0,50.0,0.7,6.0,26.0,23.1,25.0,2.0,76.0,47.5,7.0,100.0,60.7,12.0,0.0,0.0,0.0,13.0
David Soria,13,es ESP,GK,25-214,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Getafe ,David Soria_Getafe _11,7.0,1.0,6.0,85.7,1.2,7.0,28.0,25.0,24.0,0.0,95.8,57.8,5.0,100.0,66.0,24.0,2.0,8.3,0.0,9.5
Miguel Ángel Moyá,13,es ESP,GK,34-216,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2018-2019,Real Sociedad ,Miguel Ángel Moyá_Real Sociedad _11,1.0,0.0,1.0,100.0,0.1,5.0,8.0,62.5,22.0,1.0,18.2,28.3,6.0,66.7,46.5,14.0,0.0,0.0,0.0,9.5
Tomáš Vaclík,1,cz CZE,GK,29-220,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,11,2018-2019,Sevilla ,Tomáš Vaclík_Sevilla _11,1.0,0.0,1.0,100.0,0.1,10.0,16.0,62.5,24.0,8.0,41.7,35.5,8.0,75.0,53.9,17.0,2.0,11.8,1.0,9.7
Pau López,13,es ESP,GK,23-326,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2018-2019,Betis ,Pau López_Betis _11,8.0,3.0,5.0,62.5,2.8,5.0,9.0,55.6,30.0,5.0,23.3,28.4,5.0,40.0,44.2,8.0,1.0,12.5,0.0,15.0
Sergio Álvarez,1,es ESP,GK,32-093,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Celta Vigo ,Sergio Álvarez_Celta Vigo _11,6.0,3.0,3.0,50.0,2.7,5.0,14.0,35.7,23.0,3.0,30.4,30.8,8.0,87.5,54.1,14.0,1.0,7.1,0.0,12.3
Diego López,13,es ESP,GK,37-002,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2018-2019,Espanyol ,Diego López_Espanyol _11,2.0,0.0,2.0,100.0,0.1,7.0,15.0,46.7,30.0,5.0,30.0,32.1,9.0,66.7,50.4,17.0,2.0,11.8,1.0,17.0
Iago Herrerín,13,es ESP,GK,30-284,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2018-2019,Athletic Club ,Iago Herrerín_Athletic Club _11,3.0,1.0,2.0,66.7,0.5,9.0,17.0,52.9,24.0,6.0,54.2,38.9,7.0,57.1,50.0,8.0,0.0,0.0,2.0,16.5
Oier Olazábal,13,es ESP,GK,29-056,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Levante ,Oier Olazábal_Levante _12,4.0,3.0,1.0,25.0,1.8,4.0,16.0,25.0,17.0,3.0,70.6,48.8,7.0,57.1,47.7,9.0,1.0,11.1,0.0,6.5
Miguel Ángel Moyá,13,es ESP,GK,34-221,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,12,2018-2019,Real Sociedad ,Miguel Ángel Moyá_Real Sociedad _12,2.0,1.0,1.0,50.0,0.2,5.0,11.0,45.5,17.0,2.0,29.4,33.6,9.0,66.7,47.9,14.0,0.0,0.0,2.0,21.3
Jordi Masip,1,es ESP,GK,29-311,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Valladolid ,Jordi Masip_Valladolid _12,6.0,0.0,6.0,100.0,0.8,10.0,30.0,33.3,35.0,9.0,68.6,44.3,9.0,66.7,51.6,18.0,0.0,0.0,0.0,5.0
